"payment_id","payment_date","amount"
21281,2007-03-17 09:37:14.996,4.99
22329,2007-03-17 09:42:04.996,2.99
22153,2007-03-17 09:45:47.996,4.99
21232,2007-03-17 09:50:09.996,9.99
21736,2007-03-17 09:53:51.996,6.99
24742,2007-03-17 10:01:17.996,2.99
24224,2007-03-17 10:10:34.996,2.99
22242,2007-03-17 10:11:11.996,3.99
24624,2007-03-17 10:17:13.996,6.99
23841,2007-03-17 10:17:54.996,4.99
21378,2007-03-17 10:19:42.996,2.99
19889,2007-03-17 10:20:05.996,3.99
23898,2007-03-17 10:27:44.996,2.99
23034,2007-03-17 10:35:20.996,4.99
21813,2007-03-17 10:37:46.996,6.99
24523,2007-03-17 10:41:52.996,4.99
23055,2007-03-17 10:48:27.996,4.99
21832,2007-03-17 10:50:30.996,9.99
20779,2007-03-17 10:53:59.996,2.99
20309,2007-03-17 11:05:03.996,6.99
22683,2007-03-17 11:06:20.996,4.99
19800,2007-03-17 11:11:56.996,4.99
22068,2007-03-17 11:12:12.996,2.99
21945,2007-03-17 11:12:53.996,4.99
19531,2007-03-17 11:16:54.996,6.99
21939,2007-03-17 11:21:41.996,1.99
22994,2007-03-17 11:23:13.996,4.99
23842,2007-03-17 11:23:57.996,4.99
21021,2007-03-17 11:28:59.996,2.99
25097,2007-03-17 11:29:06.996,1.99
21551,2007-03-17 11:31:39.996,4.99
24582,2007-03-17 11:32:02.996,4.99
23461,2007-03-17 11:33:07.996,5.99
24239,2007-03-17 11:34:26.996,2.99
21655,2007-03-17 11:37:27.996,4.99
19554,2007-03-17 11:40:46.996,2.99
20999,2007-03-17 11:42:03.996,4.99
24479,2007-03-17 11:43:16.996,2.99
23305,2007-03-17 11:45:04.996,2.99
19689,2007-03-17 11:46:55.996,2.99
23567,2007-03-17 11:53:21.996,4.99
23451,2007-03-17 11:58:41.996,1.99
20543,2007-03-17 11:58:53.996,4.99
22591,2007-03-17 12:06:53.996,3.99
19960,2007-03-17 12:11:18.996,2.99
22055,2007-03-17 12:11:33.996,7.99
22954,2007-03-17 12:13:15.996,3.99
24069,2007-03-17 12:16:56.996,4.99
21755,2007-03-17 12:18:57.996,4.99
24045,2007-03-17 12:19:46.996,4.99
25049,2007-03-17 12:20:52.996,1.99
21992,2007-03-17 12:23:19.996,2.99
23713,2007-03-17 12:24:27.996,3.99
23595,2007-03-17 12:30:27.996,4.99
20241,2007-03-17 12:32:12.996,2.99
21088,2007-03-17 12:32:54.996,2.99
21204,2007-03-17 12:34:00.996,4.99
22856,2007-03-17 12:38:48.996,5.99
21592,2007-03-17 12:40:10.996,4.99
23725,2007-03-17 12:40:11.996,5.99
21425,2007-03-17 12:45:06.996,4.99
19785,2007-03-17 12:45:14.996,4.99
21205,2007-03-17 12:49:37.996,3.99
22177,2007-03-17 12:52:18.996,2.99
19951,2007-03-17 12:53:35.996,5.99
22604,2007-03-17 12:56:54.996,5.99
24842,2007-03-17 13:02:07.996,3.99
22195,2007-03-17 13:09:54.996,2.99
24392,2007-03-17 13:11:49.996,6.99
21567,2007-03-17 13:22:19.996,4.99
23203,2007-03-17 13:31:39.996,2.99
24225,2007-03-17 13:32:31.996,7.99
21621,2007-03-17 13:37:09.996,5.99
23744,2007-03-17 13:40:21.996,2.99
21693,2007-03-17 13:41:55.996,3.99
23325,2007-03-17 13:43:27.996,8.99
24858,2007-03-17 13:43:33.996,4.99
21111,2007-03-17 13:48:20.996,5.99
24879,2007-03-17 13:52:32.996,2.99
24303,2007-03-17 13:52:38.996,5.99
24886,2007-03-17 13:59:10.996,4.99
23349,2007-03-17 14:04:13.996,2.99
23286,2007-03-17 14:06:00.996,4.99
22121,2007-03-17 14:06:11.996,2.99
24055,2007-03-17 14:07:52.996,5.99
20284,2007-03-17 14:08:44.996,3.99
21542,2007-03-17 14:09:12.996,2.99
21782,2007-03-17 14:09:13.996,2.99
19967,2007-03-17 14:11:35.996,3.99
21488,2007-03-17 14:20:01.996,6.99
22399,2007-03-17 14:20:15.996,5.99
19793,2007-03-17 14:21:43.996,5.99
24805,2007-03-17 14:33:08.996,2.99
19542,2007-03-17 14:33:54.996,3.99
19555,2007-03-17 14:36:43.996,2.99
22037,2007-03-17 14:37:08.996,2.99
21603,2007-03-17 14:40:53.996,4.99
22819,2007-03-17 14:49:03.996,7.99
23369,2007-03-17 14:50:13.996,2.99
22625,2007-03-17 14:50:31.996,4.99
24393,2007-03-17 14:53:29.996,3.99
25098,2007-03-17 14:56:50.996,2.99
20063,2007-03-17 14:57:17.996,6.99
22724,2007-03-17 14:57:19.996,3.99
24920,2007-03-17 15:03:40.996,4.99
20415,2007-03-17 15:04:38.996,4.99
21131,2007-03-17 15:06:46.996,4.99
21872,2007-03-17 15:17:02.996,6.99
21036,2007-03-17 15:23:20.996,6.99
21881,2007-03-17 15:24:23.996,1.99
24252,2007-03-17 15:24:54.996,4.99
22340,2007-03-17 15:25:23.996,1.99
23339,2007-03-17 15:29:08.996,3.99
20670,2007-03-17 15:31:08.996,3.99
22364,2007-03-17 15:34:19.996,4.99
24733,2007-03-17 15:36:39.996,2.99
23073,2007-03-17 15:39:31.996,3.99
24583,2007-03-17 15:40:52.996,2.99
24511,2007-03-17 15:41:42.996,9.99
24175,2007-03-17 15:42:28.996,5.99
19730,2007-03-17 15:43:23.996,2.99
20764,2007-03-17 15:45:08.996,3.99
24056,2007-03-17 15:47:02.996,2.99
20004,2007-03-17 15:50:01.996,6.99
21321,2007-03-17 15:50:31.996,6.99
24584,2007-03-17 15:50:55.996,1.99
24709,2007-03-17 15:51:46.996,4.99
23627,2007-03-17 15:52:01.996,4.99
23494,2007-03-17 15:52:56.996,4.99
19624,2007-03-17 15:56:27.996,3.99
22965,2007-03-17 16:03:04.996,2.99
24647,2007-03-17 16:04:13.996,3.99
19931,2007-03-17 16:05:29.996,6.99
21647,2007-03-17 16:08:11.996,2.99
21926,2007-03-17 16:13:26.996,3.99
22183,2007-03-17 16:18:03.996,4.99
19919,2007-03-17 16:24:12.996,4.99
23907,2007-03-17 16:24:24.996,2.99
21604,2007-03-17 16:25:14.996,2.99
21331,2007-03-17 16:27:05.996,2.99
20507,2007-03-17 16:27:45.996,3.99
22069,2007-03-17 16:29:41.996,4.99
21715,2007-03-17 16:30:36.996,4.99
25027,2007-03-17 16:35:39.996,4.99
22538,2007-03-17 16:38:44.996,4.99
19786,2007-03-17 16:39:06.996,2.99
19879,2007-03-17 16:42:21.996,4.99
23596,2007-03-17 16:44:56.996,3.99
24585,2007-03-17 16:48:10.996,2.99
21675,2007-03-17 16:50:25.996,5.99
21141,2007-03-17 16:52:24.996,2.99
22843,2007-03-17 16:54:48.996,4.99
20387,2007-03-17 16:55:34.996,3.99
23952,2007-03-17 16:55:48.996,10.99
19871,2007-03-17 16:56:15.996,2.99
20005,2007-03-17 16:58:01.996,2.99
21819,2007-03-17 17:03:03.996,4.99
20884,2007-03-17 17:03:04.996,5.99
24113,2007-03-17 17:18:10.996,4.99
23405,2007-03-17 17:24:28.996,2.99
23350,2007-03-17 17:24:31.996,4.99
21716,2007-03-17 17:25:19.996,8.99
20800,2007-03-17 17:25:21.996,5.99
19572,2007-03-17 17:37:38.996,6.99
19532,2007-03-17 17:39:00.996,2.99
22294,2007-03-17 17:44:44.996,4.99
22222,2007-03-17 17:46:20.996,8.99
19961,2007-03-17 17:48:10.996,2.99
23340,2007-03-17 17:49:14.996,2.99
22513,2007-03-17 17:51:28.996,4.99
22784,2007-03-17 18:01:10.996,5.99
22400,2007-03-17 18:02:15.996,1.99
20006,2007-03-17 18:13:12.996,4.99
23370,2007-03-17 18:18:59.996,2.99
22947,2007-03-17 18:21:09.996,5.99
21365,2007-03-17 18:21:11.996,2.99
22894,2007-03-17 18:23:20.996,5.99
21436,2007-03-17 18:28:36.996,6.99
19705,2007-03-17 18:29:38.996,8.99
24094,2007-03-17 18:35:27.996,2.99
21089,2007-03-17 18:39:14.996,2.99
22776,2007-03-17 18:40:01.996,2.99
24010,2007-03-17 18:42:52.996,5.99
20016,2007-03-17 18:43:00.996,6.99
20017,2007-03-17 18:43:57.996,7.99
20341,2007-03-17 18:50:01.996,4.99
22303,2007-03-17 18:57:34.996,1.99
22257,2007-03-17 18:58:22.996,6.99
19794,2007-03-17 19:02:59.996,4.99
22378,2007-03-17 19:05:03.996,4.99
22243,2007-03-17 19:09:12.996,4.99
24990,2007-03-17 19:16:58.996,3.99
21416,2007-03-17 19:17:50.996,7.99
24394,2007-03-17 19:21:53.996,6.99
22451,2007-03-17 19:24:41.996,6.99
22070,2007-03-17 19:25:28.996,8.99
19673,2007-03-17 19:25:53.996,4.99
23190,2007-03-17 19:28:22.996,5.99
23024,2007-03-17 19:30:45.996,4.99
21353,2007-03-17 19:32:14.996,5.99
25121,2007-03-17 19:33:01.996,9.99
22100,2007-03-17 19:36:07.996,8.99
20708,2007-03-17 19:37:49.996,2.99
23863,2007-03-17 19:40:23.996,4.99
22024,2007-03-17 19:42:01.996,3.99
20096,2007-03-17 19:53:13.996,2.99
22184,2007-03-17 19:53:14.996,2.99
23423,2007-03-17 20:00:12.996,6.99
21858,2007-03-17 20:05:13.996,4.99
20658,2007-03-17 20:05:34.996,2.99
20671,2007-03-17 20:08:06.996,4.99
24205,2007-03-17 20:15:13.996,1.99
21800,2007-03-17 20:17:40.996,6.99
23271,2007-03-17 20:18:51.996,9.99
24342,2007-03-17 20:19:05.996,2.99
23844,2007-03-17 20:23:21.996,4.99
22185,2007-03-17 20:27:40.996,4.99
23964,2007-03-17 20:28:48.996,2.99
24806,2007-03-17 20:32:43.996,1.99
20722,2007-03-17 20:36:30.996,4.99
22605,2007-03-17 20:39:12.996,4.99
21927,2007-03-17 20:41:41.996,4.99
21514,2007-03-17 20:42:03.996,2.99
23262,2007-03-17 20:45:15.996,1.99
22989,2007-03-17 20:45:35.996,4.99
24000,2007-03-17 20:48:27.996,4.99
24046,2007-03-17 20:48:38.996,2.99
20374,2007-03-17 20:48:42.996,5.99
22085,2007-03-17 20:48:55.996,5.99
22234,2007-03-17 20:51:16.996,4.99
24011,2007-03-17 20:57:06.996,2.99
23899,2007-03-17 20:59:30.996,2.99
23125,2007-03-17 21:01:03.996,4.99
21391,2007-03-17 21:01:16.996,7.99
20049,2007-03-17 21:03:50.996,4.99
22144,2007-03-17 21:06:57.996,4.99
20694,2007-03-17 21:09:36.996,1.99
20700,2007-03-17 21:13:52.996,6.99
24155,2007-03-17 21:17:35.996,1.99
22836,2007-03-17 21:21:26.996,2.99
20677,2007-03-17 21:23:11.996,5.99
21408,2007-03-17 21:23:58.996,4.99
24012,2007-03-17 21:24:50.996,3.99
22674,2007-03-17 21:25:05.996,6.99
21814,2007-03-17 21:27:01.996,4.99
21825,2007-03-17 21:28:12.996,6.99
19991,2007-03-17 21:28:21.996,2.99
22425,2007-03-17 21:28:57.996,5.99
20709,2007-03-17 21:29:26.996,1.99
23306,2007-03-17 21:30:26.996,7.99
21322,2007-03-17 21:32:41.996,4.99
23538,2007-03-17 21:42:51.996,3.99
22348,2007-03-17 21:45:10.996,2.99
20032,2007-03-17 21:45:12.996,4.99
23341,2007-03-17 21:49:06.996,2.99
20534,2007-03-17 21:49:11.996,9.99
22895,2007-03-17 21:51:12.996,2.99
22401,2007-03-17 21:52:51.996,1.99
19859,2007-03-17 21:53:47.996,7.99
20923,2007-03-17 21:59:35.996,5.99
24070,2007-03-17 21:59:51.996,7.99
22881,2007-03-17 22:02:42.996,2.99
20801,2007-03-17 22:05:29.996,2.99
19731,2007-03-17 22:18:09.996,1.99
20592,2007-03-17 22:18:50.996,2.99
21979,2007-03-17 22:19:56.996,7.99
23692,2007-03-17 22:20:52.996,6.99
19992,2007-03-17 22:24:20.996,7.99
20213,2007-03-17 22:25:39.996,6.99
20850,2007-03-17 22:26:21.996,2.99
20508,2007-03-17 22:32:38.996,5.99
23762,2007-03-17 22:34:52.996,2.99
22725,2007-03-17 22:38:30.996,9.99
21090,2007-03-17 22:38:30.996,2.99
23084,2007-03-17 22:38:46.996,2.99
19635,2007-03-17 22:42:17.996,3.99
22235,2007-03-17 22:42:21.996,2.99
22712,2007-03-17 22:42:29.996,2.99
20443,2007-03-17 22:50:01.996,4.99
20648,2007-03-17 22:50:56.996,4.99
24253,2007-03-17 22:52:22.996,2.99
19979,2007-03-17 22:52:56.996,2.99
24660,2007-03-17 22:55:59.996,7.99
22365,2007-03-17 23:02:11.996,2.99
19740,2007-03-17 23:02:46.996,1.99
23671,2007-03-17 23:04:35.996,7.99
21568,2007-03-17 23:06:25.996,2.99
21191,2007-03-17 23:10:12.996,6.99
19696,2007-03-17 23:12:56.996,3.99
21304,2007-03-17 23:14:27.996,2.99
22524,2007-03-17 23:15:04.996,4.99
22915,2007-03-17 23:22:03.996,8.99
24451,2007-03-17 23:25:32.996,9.99
20170,2007-03-17 23:28:28.996,2.99
22056,2007-03-17 23:32:18.996,2.99
20033,2007-03-17 23:34:20.996,2.99
21323,2007-03-17 23:34:39.996,4.99
24776,2007-03-17 23:35:26.996,1.99
23085,2007-03-17 23:37:00.996,3.99
23628,2007-03-17 23:37:19.996,2.99
20075,2007-03-17 23:38:43.996,4.99
25028,2007-03-17 23:38:59.996,7.99
21468,2007-03-17 23:44:13.996,3.99
19625,2007-03-17 23:45:58.996,5.99
24750,2007-03-17 23:49:47.996,2.99
23462,2007-03-17 23:56:44.996,4.99
22236,2007-03-17 23:58:45.996,2.99
20234,2007-03-18 00:02:39.996,5.99
22530,2007-03-18 00:08:40.996,2.99
19952,2007-03-18 00:12:02.996,2.99
23057,2007-03-18 00:14:16.996,1.99
21313,2007-03-18 00:20:09.996,4.99
20407,2007-03-18 00:20:10.996,5.99
22955,2007-03-18 00:23:10.996,2.99
19556,2007-03-18 00:30:06.996,2.99
19753,2007-03-18 00:32:25.996,3.99
22258,2007-03-18 00:33:13.996,1.99
20259,2007-03-18 00:36:15.996,2.99
23704,2007-03-18 00:37:14.996,3.99
22315,2007-03-18 00:37:24.996,6.99
23511,2007-03-18 00:37:46.996,2.99
23597,2007-03-18 00:37:49.996,4.99
23182,2007-03-18 00:40:59.996,2.99
22101,2007-03-18 00:42:32.996,4.99
22304,2007-03-18 00:42:34.996,1.99
22552,2007-03-18 00:47:18.996,5.99
22416,2007-03-18 00:49:01.996,7.99
21123,2007-03-18 00:49:34.996,8.99
25138,2007-03-18 00:52:33.996,1.99
22196,2007-03-18 00:53:51.996,4.99
24928,2007-03-18 00:55:46.996,2.99
24710,2007-03-18 00:55:55.996,4.99
22857,2007-03-18 00:59:44.996,9.99
21245,2007-03-18 01:01:55.996,4.99
24193,2007-03-18 01:02:21.996,5.99
23139,2007-03-18 01:04:05.996,7.99
23351,2007-03-18 01:16:40.996,4.99
19564,2007-03-18 01:18:20.996,4.99
22005,2007-03-18 01:18:28.996,4.99
23612,2007-03-18 01:19:17.996,5.99
20747,2007-03-18 01:27:06.996,2.99
19900,2007-03-18 01:28:37.996,7.99
22553,2007-03-18 01:32:54.996,4.99
22769,2007-03-18 01:36:36.996,2.99
24816,2007-03-18 01:39:30.996,8.99
24817,2007-03-18 01:40:10.996,3.99
20311,2007-03-18 01:45:59.996,5.99
21515,2007-03-18 01:47:55.996,4.99
20593,2007-03-18 01:53:04.996,4.99
23126,2007-03-18 01:53:34.996,2.99
22979,2007-03-18 01:55:37.996,2.99
23805,2007-03-18 02:05:57.996,1.99
20325,2007-03-18 02:07:20.996,6.99
20396,2007-03-18 02:07:37.996,4.99
22426,2007-03-18 02:15:06.996,4.99
25065,2007-03-18 02:17:07.996,5.99
25020,2007-03-18 02:20:17.996,2.99
22295,2007-03-18 02:21:44.996,5.99
23947,2007-03-18 02:22:00.996,2.99
19626,2007-03-18 02:27:28.996,4.99
20296,2007-03-18 02:28:17.996,6.99
22739,2007-03-18 02:33:55.996,2.99
25151,2007-03-18 02:35:46.996,4.99
22392,2007-03-18 02:38:05.996,1.99
23522,2007-03-18 02:39:29.996,8.99
23483,2007-03-18 02:39:39.996,4.99
21054,2007-03-18 02:43:01.996,2.99
24120,2007-03-18 02:44:09.996,6.99
21605,2007-03-18 02:44:32.996,8.99
23845,2007-03-18 02:44:41.996,2.99
23523,2007-03-18 02:45:59.996,5.99
24964,2007-03-18 02:50:27.996,4.99
21426,2007-03-18 02:50:57.996,2.99
20659,2007-03-18 02:52:56.996,6.99
22402,2007-03-18 02:56:20.996,6.99
24512,2007-03-18 03:00:31.996,2.99
21477,2007-03-18 03:01:37.996,4.99
22820,2007-03-18 03:07:36.996,2.99
21068,2007-03-18 03:09:16.996,6.99
23140,2007-03-18 03:10:13.996,7.99
21801,2007-03-18 03:10:28.996,4.99
19787,2007-03-18 03:15:11.996,5.99
20991,2007-03-18 03:15:56.996,4.99
23127,2007-03-18 03:17:53.996,4.99
20947,2007-03-18 03:18:58.996,4.99
24343,2007-03-18 03:22:46.996,6.99
24896,2007-03-18 03:22:51.996,6.99
24079,2007-03-18 03:24:15.996,4.99
24687,2007-03-18 03:25:09.996,2.99
23014,2007-03-18 03:26:25.996,2.99
23953,2007-03-18 03:26:32.996,5.99
21946,2007-03-18 03:29:46.996,2.99
22417,2007-03-18 03:33:54.996,8.99
19691,2007-03-18 03:36:29.996,6.99
23385,2007-03-18 03:37:03.996,4.99
23241,2007-03-18 03:37:20.996,8.99
21859,2007-03-18 03:42:02.996,4.99
22713,2007-03-18 03:43:10.996,8.99
22025,2007-03-18 03:44:12.996,5.99
25066,2007-03-18 03:44:54.996,3.99
23128,2007-03-18 03:58:57.996,2.99
24370,2007-03-18 04:00:58.996,2.99
22102,2007-03-18 04:04:40.996,6.99
19993,2007-03-18 04:04:46.996,2.99
21860,2007-03-18 04:10:05.996,4.99
24950,2007-03-18 04:11:48.996,7.99
22047,2007-03-18 04:14:55.996,2.99
22108,2007-03-18 04:16:21.996,4.99
24480,2007-03-18 04:16:49.996,8.99
22770,2007-03-18 04:27:06.996,2.99
20630,2007-03-18 04:31:00.996,2.99
24461,2007-03-18 04:35:52.996,2.99
24413,2007-03-18 04:35:57.996,8.99
21305,2007-03-18 04:38:28.996,4.99
22452,2007-03-18 04:43:32.996,5.99
23585,2007-03-18 04:44:35.996,2.99
20113,2007-03-18 04:50:22.996,4.99
20453,2007-03-18 04:55:11.996,2.99
19522,2007-03-18 04:55:17.996,4.99
19592,2007-03-18 04:55:31.996,3.99
20424,2007-03-18 05:03:54.996,2.99
20146,2007-03-18 05:04:48.996,8.99
20808,2007-03-18 05:09:56.996,5.99
25099,2007-03-18 05:11:48.996,6.99
23424,2007-03-18 05:12:22.996,1.99
20749,2007-03-18 05:12:56.996,1.99
22525,2007-03-18 05:14:59.996,6.99
21589,2007-03-18 05:15:45.996,3.99
24849,2007-03-18 05:19:31.996,2.99
24226,2007-03-18 05:21:02.996,2.99
24121,2007-03-18 05:27:41.996,2.99
23407,2007-03-18 05:28:07.996,1.99
23763,2007-03-18 05:30:50.996,2.99
20851,2007-03-18 05:32:50.996,4.99
20473,2007-03-18 05:33:32.996,4.99
24888,2007-03-18 05:35:27.996,4.99
23287,2007-03-18 05:41:12.996,2.99
21802,2007-03-18 05:43:39.996,4.99
19543,2007-03-18 05:43:45.996,4.99
23104,2007-03-18 05:45:24.996,3.99
25139,2007-03-18 05:46:21.996,4.99
24467,2007-03-18 05:50:13.996,5.99
22145,2007-03-18 05:52:08.996,2.99
24331,2007-03-18 05:58:12.996,4.99
23592,2007-03-18 06:00:38.996,5.99
24013,2007-03-18 06:01:34.996,2.99
21717,2007-03-18 06:02:33.996,7.99
21993,2007-03-18 06:05:31.996,2.99
22858,2007-03-18 06:09:18.996,2.99
22837,2007-03-18 06:10:09.996,4.99
23826,2007-03-18 06:15:01.996,2.99
24426,2007-03-18 06:21:15.996,7.99
23495,2007-03-18 06:23:35.996,4.99
22751,2007-03-18 06:25:40.996,8.99
20701,2007-03-18 06:26:04.996,6.99
20158,2007-03-18 06:26:09.996,6.99
21756,2007-03-18 06:26:13.996,2.99
21263,2007-03-18 06:31:12.996,2.99
